file	layer	cohort	structural_group	carrier	id	field	bytes	semantic_class	disposition_class	construction_mechanism	migration_target	has_dissolve_trigger	preview
dag/extdeps/numeric/base16.dag	extdeps	extended	dissolution_note	data String	base16_note	value	343	SPEC_NORM	EVENT_fired_scaffold	RealizationDispatch	EVENT_fired_scaffold	False	Cited upstream: RFC 4648 §3 Base 16 Encoding (retrieved 2026-07-22) — the 0-9a-f digit alphabet. Sin
dag/extdeps/pin.dag	extdeps	primary	dissolution_note	data String	pin_cited_symbol_verification_note	value	3665	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	review 44920, and the discipline it forced, recorded because the defect recurred three times in one 
dag/extdeps/pin.dag	extdeps	extended	dissolution_note	data String	pin_subject_must_not_be_self_identifying_note	value	1579	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	review 44850, and the reviewer found a real defect in the previous version of this proof. THE SOUNDN
dag/extdeps/pin.dag	extdeps	extended	dissolution_note	data String	pin_selection_note	value	1102	SPEC_NORM	authority_note_mixed	SubstrateMandatoryTag	authority_note_mixed	False	The refresh axis, which keeps a pin from being a freeze. Execution ALWAYS resolves an exact identity
dag/extdeps/pin.dag	extdeps	primary	dissolution_note	data String	pin_refresh_window_positivity_note	value	1936	SPEC_NORM	Scaffold_candidate	SubstrateMandatoryTag	Disposition.Scaffold	True	review 44397, carried forward and now CLOSED AT LITERAL SITES by where-refinement enforcement (PR #7
dag/extdeps/pin.dag	extdeps	primary	dissolve_on_row	data String	pin_refresh_window_non_literal_residue_dissolve_on	value	366	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	feature:refinement-evidence-at-non-literal-positions — DISSOLVE-ON: refinement subtyping / parameter
dag/extdeps/pin.dag	extdeps	primary	dissolve_on_row	data String	pin_refresh_window_measure_dissolve_on	value	841	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	feature:pin-refresh-window-measure — DISSOLVE-ON: a calendar-day carrier exists to consume (dag/std/
dag/extdeps/pin.dag	extdeps	primary	dissolve_on_row	data String	pin_tracked_freshness_evidence_dissolve_on	value	618	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	feature:pin-tracked-freshness-evidence — DISSOLVE-ON: v2.std.datetime gains day arithmetic (it has n
dag/extdeps/pin.dag	extdeps	extended	dissolution_note	data String	subject_projected_pin_note	value	1071	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	When a pin subject fully determines cited digest identity for its grain, Pin<Subject> would duplicat
dag/extdeps/pricing/gitlab_subscription.dag	extdeps	primary	dissolution_note	data String	pricing_subject_edge_note	value	1159	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	Subject and source are ORTHOGONAL axes and a filename encodes neither (operator ruling 2026-07-25): 
dag/extdeps/pricing/object_storage.dag	extdeps	extended	dissolution_note	data String	byte_basis_note	value	793	SPEC_NORM	authority_note_mixed	SingleAuthority	authority_note_mixed	True	The unit word is not the unit. AWS S3 bills 'GB-Mo', Google Cloud Storage bills '1 gibibyte hour', C
dag/extdeps/pricing/object_storage.dag	extdeps	extended	dissolution_note	data String	azure_egress_tier_ladder_note	value	627	SPEC_NORM	authority_note_mixed	SingleAuthority	authority_note_mixed	True	Azure's retail API returns MORE THAN ONE Standard Data Transfer Out ladder for eastus (one anchored 
dag/extdeps/realization/emit_on_demand_host.dag	extdeps	extended	dissolution_note	data String	emit_on_demand_host_concurrent_same_key_note	value	777	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	True	Concurrent same-key story for persistent workspaces: identical outer closure key, input-realization 
dag/extdeps/realization/frame_boundary_simulated.dag	extdeps	primary	dissolution_note	data String	frame_boundary_simulated_note	value	1135	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	The Simulated boundary MATERIALIZATION handler (realization side of std.frame_boundary, docs/plans/e
dag/extdeps/realization/native_artifact_cache.dag	extdeps	extended	dissolution_note	data String	native_artifact_cache_note	value	982	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	True	The durable native-artifact cache (witness-realization P3 warm tier made DECLARED): effective cargo 
dag/extdeps/realization/resolved_graph.dag	extdeps	primary	dissolution_prose	data String	resolved_graph_cache_faithful_probe_support	value	261	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	dissolve-on: resolved_graph_cache FORMAT_VERSION >= 2 — faithful probe support lands when the cache 
dag/extdeps/realization/resolved_graph.dag	extdeps	primary	already_typed	Disposition	resolved_graph_cache_faithful_probe_support_dissolve_trigger	value	0	XREF	already_migrated	Scaffold	done	True	already typed Scaffold
dag/extdeps/sec/facts.dag	extdeps	primary	dissolution_note	data String	signed_usd_group_completion_note	value	738	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	Credit-balance income-statement elements (OperatingIncomeLoss, NetIncomeLoss) file SIGNED values -- 
dag/extdeps/sec/issuer/gitlab_facts.dag	extdeps	extended	dissolution_note	data String	gitlab_revenue_disaggregation_gap_note	value	527	SPEC_NORM	authority_note_mixed	SingleAuthority	authority_note_mixed	True	GitLab's statements disaggregate revenue (subscription self-managed and SaaS vs license self-managed
dag/extdeps/sec/issuer/microsoft_facts.dag	extdeps	extended	dissolution_note	data String	microsoft_github_disaggregation_gap_note	value	865	SPEC_NORM	authority_note_mixed	SingleAuthority	authority_note_mixed	True	Microsoft acquired GitHub in 2018, and GitHub is the reason this issuer is in the corpus at all -- b
dag/extdeps/ssh/password_session.dag	extdeps	extended	dissolution_note	data String	password_ssh_transport_security_note	value	667	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	False	PasswordSsh.CopyFile feeds the password to sshpass through inherited file descriptor 0 (-d 0), never
dag/extdeps/storage/nbd.dag	extdeps	primary	dissolution_prose	data String	nbd_server_config_render_dissolution_trigger	value	380	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	🟡 dissolve-on: nbd_server_config_text — the NbdExport is the typed authority; this renders it to nbd
dag/extdeps/tools/gnu_coreutils.dag	extdeps	primary	dissolve_on_row	data String	gnu_coreutils_diff_flags_dissolve_on	value	188	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	dissolve-on: gnu_coreutils.diff_recursive_flags — deleted fork of diff argv literals; sole authority
dag/extdeps/tools/jq.dag	extdeps	extended	dissolution_note	data String	jq_authority_anchor_scaffold_note	value	375	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	False	SCAFFOLD (mandatory-tag corpus cadence) - the host scanner reads an aliased anchor as absent, so the
dag/extdeps/tools/pin.dag	extdeps	primary	dissolution_note	data String	cli_tool_min_version_relation_note	value	1488	SPEC_NORM	Scaffold_candidate	SingleAuthority	Disposition.Scaffold	True	CORRECTING MY OWN OVERCLAIM, stated so it is not silently carried forward. When proposing this re-mo
dag/extdeps/tools/pin.dag	extdeps	extended	dissolution_note	data String	legacy_ingest_none_spelling_blocker_note	value	1370	SPEC_NORM	authority_note_mixed	SingleAuthority	authority_note_mixed	True	DISCOVERED BY EXECUTION while witnessing admit_legacy_cli_tool, and declared rather than dodged (DES
dag/extdeps/transports/rest.dag	extdeps	extended	dissolution_note	data String	rest_auth_scheme_dissolution_note	value	603	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	True	RestAuthScheme is forward-looking scaffolding: today the realizations read auth by shape (config-lev
dag/extdeps/transports/rest.dag	extdeps	extended	dissolution_note	data String	rest_target_form_dissolution_note	value	520	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	True	RestTargetForm is forward-looking scaffolding: absolute-form targeting works today via an empty conf
dag/extdeps/transports/rest.dag	extdeps	extended	dissolution_note	data String	rest_outcome_note	value	2867	SPEC_NORM	authority_note_mixed	RealizationDispatch	authority_note_mixed	False	A RESPONSE THAT IS NOT 2xx IS AN ANSWER, NOT AN ABSENCE OF ONE, and until this type existed the real
dag/extdeps/transports/rest.dag	extdeps	primary	dissolution_note	data String	rest_authenticated_digest_witness_note	value	3486	SPEC_NORM	Scaffold_candidate	RealizationDispatch	Disposition.Scaffold	True	AUTHENTICATED ARM: EXECUTED PIN, REPLAY-PATH DEFERRAL TYPED (review 47041, gunbc#7648). RestAuthenti
