label	E0599_phase_b0_emitter_decision_census
question	at the emitter-decision grain, what does each R1/R2/R3 site require, why, and is it removable by ownership analysis?
verdict	every site classifies; the requirement is a lowering decision, and the causes split 3 ways with the MAJORITY ownership-removable
plan_of_record	P-fn Phase B0 brief (2026-07-29), superseding docs/plans/e0599-implementation-proposal.md phases B and C
phase_a_receipt	docs/probes/e0599_phase_a_body_evidence_receipt_2026-07-28.tsv
census_baseline	docs/probes/e0599_canonical_seven_census_2026-07-26.tsv
cause_authority	dag/tools/e0599_emitter_decision_census.dag (rows + operation->cause via gunbc, no second table)
family_authority	dag/tools/e0599_probe_census.dag (R1/R2/R3 scope filter AND the canonical-seven roster, both via gunbc, no second table)
joiner	docs/probes/e0599_emitter_decision_census.sh (SCAFFOLD)
witness	dag/test/claim/e0599_emitter_decision_census_witness_test.dag (19 green, 3 discriminating RED controls)
classification_field_contract	7 fields; the joiner REFUSES on any count mismatch (proven by perturbation: authority emitting 8 -> located refusal naming the key, exit 1)
base_sha	fd63b06a79499ee9867eb4fa66ccf56ebfdcc4d8
gunbc_sha256	f034eef0231f27266158381fc215b0e8c749c1b42d5a018a09731905e5a7eb5f
cssl_assemble_sha256	2cd17c5040afb470ea3af631d5d773e5e7028c4691341b50187d186abfee3720
rustc	rustc 1.93.0 (254b59607 2026-01-19)
linked_collection_crate	im 15.1.0 (NOT im-rc — see the brief correction in the audit)
external_authority_dissolve_on	the local E0599ExternalAuthority rows dissolve into extdeps.languages.rust.derive_contracts when #7399 merges (vivid-swift-837 confirmed the std::Vec keying was a real mismatch; P-fn sequences after it and mints no parallel Vec authority)
no_perturbation_control	04_infer re-emitted+rebuilt at the FINAL tree state (census module, witness and docs present): E0599=88, identical to the measurement run -> this PR's additions do not perturb emitted output
protocol	CSSL_STD_SEED_LINK=1; gunbc compile --target rust -> cssl_assemble -> cargo build --release --lib --message-format=json; empty shim; authority Cargo.toml

# section=b0_scope
modules_measured	06_translate,04_infer,05_eval,05_emit,emit_host,emit_module,materialization_carriers
E0599_all_families_diagnostics	635
R1R2R3_diagnostics	590
R1R2R3_unique_sites	79
unresolved_sites	0

# section=cause_rollup
requirement_cause	unique_sites	occurrences
TargetApiRequirement	19	168
OwnedDeconstructionRequirement	7	63
CloneSharedRequirement	53	359
NoRequirement	0	0
Unresolved	0	0
TOTAL	79	590

# section=lowering_operation_rollup
lowering_operation	unique_sites	occurrences
IdentReferenceClone	31	214
DerefCloneWholeValue	21	137
FreeMonoidEmptyTest	11	98
FreeMonoidTailIterate	8	70
FreeMonoidHeadExtract	7	63
FieldAccessClone	1	8

# section=legacy_helper_cross_reference
legacy_helper_covers_required_param	unique_sites
covered	0
not_covered	79
unknown	0

# section=legacy_helper_bounds_produced
note	v1_rt.rs is the hand-written seed runtime, not emitter output, and is excluded
module_closure	helper_bounded_fns
06_translate	17
04_infer	17
05_eval	18
05_emit	17
emit_host	20
emit_module	17
materialization_carriers	9
UNION	20

# section=legacy_helper_overlap_with_defect_sites
helper_bounded_fns_hosting_a_defect_site	3	of	20
emitted_file	emitted_fn	helper_bound_param	site_required_param	disjoint
v2_std_algebra.rs	fold_list	<T, A: Clone>	T: Clone	yes
v2_std_algebra.rs	fold_list_right	<T, A: Clone>	T: Clone	yes
v2_std_node.rs	fold_node_topdown	<A, R: Clone>	A: Clone	yes

# section=per_site
emitted_file	emitted_line	emitted_fn	emitted_type_params	dag_source	dag_source_line	source_type_params	source_construct	target_representation	lowering_operation	ownership_verdict	required_trait	requirement_cause	external_authority	emitter_authority	legacy_helper	root_family	occurrences	modules
src/v2_std_algebra.rs	837	count_equal	<T>	src/v2/std/algebra.dag	668	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	847	unique	<T>	src/v2/std/algebra.dag	672	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	849	unique	<T>	src/v2/std/algebra.dag	672	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	866	list_append	<T>	src/v2/std/algebra.dag	685	<T>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	struct `im::Vector<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	866	list_append	<T>	src/v2/std/algebra.dag	685	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	870	list_snoc_item	<T>	src/v2/std/algebra.dag	691	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	875	list_init	<T>	src/v2/std/algebra.dag	695	<T>	match over the FreeMonoid coproduct — the Empty/Cons discrimination itself	struct `Rc<im::Vector<T>>`	FreeMonoidEmptyTest	NotApplicable - a read; no copy is requested and no ownership predicate gates it	T: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7859 (emit_native_freemonoid_match) | :8715 (tco fork)	not_covered	R2VectorMethodBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	898	bag_eq	<T>	src/v2/std/algebra.dag	710	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	904	zip_eq	<T>	src/v2/std/algebra.dag	720	<T>	match over the FreeMonoid coproduct — the Cons { head } binding	type parameter `T`	FreeMonoidHeadExtract	NotApplicable - no move or borrow exists out of shared storage; the owned element must be materialized	T: Clone	OwnedDeconstructionRequirement	im 15.1.0 src/vector/mod.rs:1838	src/v1/05_emit_rust.dag:7838 (freemonoid_nonempty_branch_body) | :8694 (tco fork)	not_covered	R1CloneBoundOnTypeParam	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	904	zip_eq	<T>	src/v2/std/algebra.dag	720	<T>	match over the FreeMonoid coproduct — the Empty/Cons discrimination itself	struct `Rc<im::Vector<T>>`	FreeMonoidEmptyTest	NotApplicable - a read; no copy is requested and no ownership predicate gates it	T: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7859 (emit_native_freemonoid_match) | :8715 (tco fork)	not_covered	R2VectorMethodBounds	21	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	904	zip_eq	<T>	src/v2/std/algebra.dag	720	<T>	match over the FreeMonoid coproduct — the Cons { tail } binding	struct `im::Vector<T>`	FreeMonoidTailIterate	NotApplicable - a read; no copy is requested and no ownership predicate gates it	T: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7817 (freemonoid_tail_let_from_fm)	not_covered	R2VectorMethodBounds	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	struct `im::Vector<C>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	C: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Cons { head } binding	type parameter `A`	FreeMonoidHeadExtract	NotApplicable - no move or borrow exists out of shared storage; the owned element must be materialized	A: Clone	OwnedDeconstructionRequirement	im 15.1.0 src/vector/mod.rs:1838	src/v1/05_emit_rust.dag:7838 (freemonoid_nonempty_branch_body) | :8694 (tco fork)	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Cons { head } binding	type parameter `B`	FreeMonoidHeadExtract	NotApplicable - no move or borrow exists out of shared storage; the owned element must be materialized	B: Clone	OwnedDeconstructionRequirement	im 15.1.0 src/vector/mod.rs:1838	src/v1/05_emit_rust.dag:7838 (freemonoid_nonempty_branch_body) | :8694 (tco fork)	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Empty/Cons discrimination itself	struct `Rc<im::Vector<A>>`	FreeMonoidEmptyTest	NotApplicable - a read; no copy is requested and no ownership predicate gates it	A: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7859 (emit_native_freemonoid_match) | :8715 (tco fork)	not_covered	R2VectorMethodBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Empty/Cons discrimination itself	struct `Rc<im::Vector<B>>`	FreeMonoidEmptyTest	NotApplicable - a read; no copy is requested and no ownership predicate gates it	B: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7859 (emit_native_freemonoid_match) | :8715 (tco fork)	not_covered	R2VectorMethodBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Cons { tail } binding	struct `im::Vector<A>`	FreeMonoidTailIterate	NotApplicable - a read; no copy is requested and no ownership predicate gates it	A: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7817 (freemonoid_tail_let_from_fm)	not_covered	R2VectorMethodBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	910	zip_map	<A, B, C>	src/v2/std/algebra.dag	740	<A, B, C>	match over the FreeMonoid coproduct — the Cons { tail } binding	struct `im::Vector<B>`	FreeMonoidTailIterate	NotApplicable - a read; no copy is requested and no ownership predicate gates it	B: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7817 (freemonoid_tail_let_from_fm)	not_covered	R2VectorMethodBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	920	is_prefix_of	<T>	src/v2/std/algebra.dag	763	<T>	match over the FreeMonoid coproduct — the Cons { head } binding	type parameter `T`	FreeMonoidHeadExtract	NotApplicable - no move or borrow exists out of shared storage; the owned element must be materialized	T: Clone	OwnedDeconstructionRequirement	im 15.1.0 src/vector/mod.rs:1838	src/v1/05_emit_rust.dag:7838 (freemonoid_nonempty_branch_body) | :8694 (tco fork)	not_covered	R1CloneBoundOnTypeParam	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	920	is_prefix_of	<T>	src/v2/std/algebra.dag	763	<T>	match over the FreeMonoid coproduct — the Empty/Cons discrimination itself	struct `Rc<im::Vector<T>>`	FreeMonoidEmptyTest	NotApplicable - a read; no copy is requested and no ownership predicate gates it	T: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7859 (emit_native_freemonoid_match) | :8715 (tco fork)	not_covered	R2VectorMethodBounds	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_algebra.rs	920	is_prefix_of	<T>	src/v2/std/algebra.dag	763	<T>	match over the FreeMonoid coproduct — the Cons { tail } binding	struct `im::Vector<T>`	FreeMonoidTailIterate	NotApplicable - a read; no copy is requested and no ownership predicate gates it	T: Clone	TargetApiRequirement	im 15.1.0 src/vector/mod.rs:180	src/v1/05_emit_rust.dag:7817 (freemonoid_tail_let_from_fm)	not_covered	R2VectorMethodBounds	14	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_collection.rs	49	optional_present_witness	<T>	src/v2/std/collection.dag	35	<T>	bare identifier reference in a value position	enum `std::option::Option<T>`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R3ContainerCloneBounds	5	04_infer,05_emit,05_eval,06_translate,emit_module
src/v2_std_collection.rs	51	optional_present_witness	<T>	src/v2/std/collection.dag	35	<T>	bare identifier reference in a value position	enum `std::option::Option<T>`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R3ContainerCloneBounds	1	emit_host
src/v2_std_diagnostic.rs	179	outcome_accepted	<T>	src/v2/std/diagnostic.dag	88	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	325	outcome_with_diagnostics	<U>	src/v2/std/diagnostic.dag	212	<U>	bare identifier reference in a value position	type parameter `U`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	U: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	332	accepted_thread_diagnostics	<T>	src/v2/std/diagnostic.dag	215	<T>	bare identifier reference in a value position	type parameter `T`	IdentReferenceClone	EmitterArmPresent - :6318 moves_by_value selects a bare move; the clone is the else-arm, so the ownership verdict alone decides it (movable, from ownership.dag build_movable_set)	T: Clone	CloneSharedRequirement	std rust-1.93.0 core::clone::Clone	src/v1/05_emit_rust.dag:6320 | :6330 (emit_var_ref) via sharing.clone_value	not_covered	R1CloneBoundOnTypeParam	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	338	bind_outcome_accepted	<U>	src/v2/std/diagnostic.dag	225	<U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<U>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	U: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	347	bind_outcome	<T, U>	src/v2/std/diagnostic.dag	236	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	357	absorb_outcome_diagnostics	<T, U>	src/v2/std/diagnostic.dag	243	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	361	absorb_outcome_diagnostics	<T, U>	src/v2/std/diagnostic.dag	243	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<U>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	U: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	368	absorb_outcome_diagnostics	<T, U>	src/v2/std/diagnostic.dag	243	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	369	absorb_outcome_diagnostics	<T, U>	src/v2/std/diagnostic.dag	243	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<U>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	U: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	375	absorb_outcome_diagnostics	<T, U>	src/v2/std/diagnostic.dag	243	<T, U>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<U>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	U: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	393	append_outcome_value	<T>	src/v2/std/diagnostic.dag	277	<T>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	401	append_outcome_value	<T>	src/v2/std/diagnostic.dag	277	<T>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
src/v2_std_diagnostic.rs	407	append_outcome_value	<T>	src/v2/std/diagnostic.dag	277	<T>	whole-value reference through a shared (Rc) carrier — record spread, field access, or match scrutinee	enum `Outcome<T>`	DerefCloneWholeValue	NoEmitterArm - both branches clone (:6959/:7587 needs_rc picks deref_clone vs clone_value; :7893/:8748 is unconditional) and 05_emit_rust.dag contains zero Rc::try_unwrap/make_mut. Semantically a move IS available (Rc::make_mut at refcount 1, the shape v1_rt.rs already uses), so B2 must ADD an arm here rather than flip a predicate	T: Clone	CloneSharedRequirement	im 15.1.0 src/vector/mod.rs:1686	src/v1/05_emit_rust.dag:6434 (field access) | :6959 / :7587 (record spread) | :7893 / :8748 (match scrutinee) via sharing.deref_clone	not_covered	R3ContainerCloneBounds	7	04_infer,05_emit,05_eval,06_translate,emit_host,emit_module,materialization_carriers
