file	line	decl	carrier	bytes	layer	sublayer	disposition_class	readiness	has_typed_disposition_in_file	trigger_head
src/v2/workflow/ci_heal_skew_guard_emit.dag	230	ci_heal_skew_shell_quote_note	data:String	1329	workflow	v2/workflow	ScaffoldRealizationDispatch	NeedsHumanBind	no	QUOTING IS THE EMITTER'S JOB, AND THE PATHSPEC IS WHY. A `:(exclude)<path>` word carries `(` and `)`
src/v2/workflow/ci_regen_rustfmt_path_emit.dag	38	ci_regen_ensure_rustfmt_path_shell_emit_dissolution_trigger	data:String	540	workflow	v2/workflow	ScaffoldShellEmit	DuplicateTypedRow	yes	ci_regen_ensure_rustfmt_path_script — foreign-executor PATH ensure for regen_stage0 on hosts with a 
src/v2/workflow/ci_release_build_emit.dag	25	ci_release_build_shell_emit_dissolution_trigger	data:String	551	workflow	v2/workflow	ScaffoldShellEmit	DuplicateTypedRow	yes	ci_release_build_script — concat-built foreign-executor (GitHub Actions run:) release-build runner (
src/v2/workflow/ci_v1_compiler_tests_compile_gate_emit.dag	46	ci_v1_compiler_tests_compile_gate_shell_emit_dissolution_trigger	data:String	451	workflow	v2/workflow	ScaffoldShellEmit	DuplicateTypedRow	yes	ci_v1_compiler_tests_compile_gate_script — foreign-executor (GitHub Actions run:) shell transport fo
src/v2/workflow/ci_workflow_run_emit.dag	143	ci_native_cache_root_shell_emit_dissolution_trigger	data:String	295	workflow	v2/workflow	ScaffoldShellEmit	DuplicateTypedRow	yes	ci_native_cache_root_script — orch-emitted foreign-executor prelude step deriving GUNBC_NATIVE_CACHE
src/v2/workflow/ci_workflow_run_emit.dag	192	ci_selection_control_skip_policy_note	data:String	6967	workflow	v2/workflow	ScaffoldSelfHostRetire	NeedsHumanBind	yes	Affected-set-scoped selection-control admission (pull_request only) — the selection mechanism applie
src/v2/workflow/commit_witness_claim_roster.dag	6	commit_witness_claim_roster_dissolution_trigger	data:String	249	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	no	enrollment derived from discovery so stale CommitWitnessClaim rows become unwritable (module-identit
src/v2/workflow/compiler_closure_ingest_transport.dag	24	closure_witness_quarantine_note	data:String	1390	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	no	The gate asserted compiler_closure_scoped_ingest_module_count_ok_holds, which demands COMPLETE cover
src/v2/workflow/floor_discovery_producer.dag	708	floor_discovery_directory_candidate_dissolve_on	data:String	294	workflow	v2/workflow	ScaffoldOther	DuplicateTypedRow	yes	floor_discovery_directory_candidate — basename-without-dot descent heuristic dissolves when Filesyst
src/v2/workflow/floor_discovery_producer.dag	710	floor_discovery_live_tree_disposition_dissolve_on	data:String	380	workflow	v2/workflow	ScaffoldWitnessCadence	DuplicateTypedRow	yes	floor_discovery_live_tree_disposition — producer reads and refuses malformed/duplicate `data live_tr
src/v2/workflow/floor_discovery_producer.dag	721	floor_discovery_surface_text_scan_dissolve_on	data:String	565	workflow	v2/workflow	ScaffoldSubstrateWall	DuplicateTypedRow	yes	floor_discovery_surface_text_scan — naming hygiene recovers test-decl names (and the producer recove
src/v2/workflow/rust_crate_partition.dag	93	rust_crate_partition_dissolve_on	data:String	244	workflow	v2/workflow	ScaffoldOther	NeedsHumanBind	no	rust_crate_partition_interim_explicit — replace ExplicitPartition assignment with PolicyPartition { 
src/v2/workflow/rust_crate_partition.dag	130	stage0_module_dag_interface_grounding_debt_dissolve_on	data:String	374	workflow	v2/workflow	ScaffoldOther	NeedsHumanBind	no	stage0_module_dag_interface_grounding — populate ModuleDag.exports with frontier-derived cross-modul
src/v2/workflow/rust_crate_partition.dag	527	stage0_compilation_units_list_wrapper_dissolve_on	data:String	261	workflow	v2/workflow	ScaffoldOther	NeedsHumanBind	no	stage0_compilation_units — removed; receipt paths must call stage0_partition_receipt_outcome (§5 Lis
src/v2/workflow/source_root_ingest_gate.dag	9	source_root_ingest_gate_composition_note	data:String	955	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	no	The module-binding supply gate is enrolled HERE rather than as a new Gate variant. Both are the hone
