structural_group	carrier	id	field	bytes	is_ref	semantic_class	migration_target	has_dissolve_trigger	preview
witnessexclusionrow	witness_exclusion_frontier	affected_set_provenance_producer_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_substrate_long_lane_dissolve
witnessexclusionrow	witness_exclusion_frontier	edit_locus_source_provenance_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_substrate_long_lane_reason
witnessexclusionrow	witness_exclusion_frontier	edit_locus_source_provenance_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_substrate_long_lane_dissolve
witnessexclusionrow	witness_exclusion_frontier	long/wave1_gate1_d_mvp_subsumption_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_substrate_long_lane_reason
witnessexclusionrow	witness_exclusion_frontier	long/wave1_gate1_d_mvp_subsumption_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_substrate_long_lane_dissolve
witnessexclusionrow	witness_exclusion_frontier	fallback_arm_census_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_substrate_long_lane_reason
witnessexclusionrow	witness_exclusion_frontier	fallback_arm_census_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_substrate_long_lane_dissolve
witnessexclusionrow	witness_exclusion_frontier	synthetic_orphan_admission_witness_test.dag	reason	202	False	SPEC_NORM	WitnessExclusionRow.reason	False	deliberate no-consumer synthetic path: the admission RED control keys on this reserved (nonexistent)
witnessexclusionrow	witness_exclusion_frontier	synthetic_orphan_admission_witness_test.dag	dissolve_on	99	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the admission RED control keys on a typed fixture instead of a reserved path substring; row deletes
witnessexclusionrow	witness_exclusion_frontier	interp_recorded_fixture_witness_test.dag	reason	743	False	RECEIPT	WitnessExclusionRow.reason	False	PER-PR ENROLLMENT REVERTED 2026-07-23 (the cold-child class, measured): the witness drives ~13+ clai
witnessexclusionrow	witness_exclusion_frontier	interp_recorded_fixture_witness_test.dag	dissolve_on	276	False	RECEIPT	WitnessExclusionRow.dissolve_on	True	re-enrolls (falsifier wet or per-PR) when its claim_batch children are pooled/scoped (fixture-dir so
witnessexclusionrow	witness_exclusion_frontier	test/claim/parse_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	test/claim/parse_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	v1_dag_parse_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	v1_dag_parse_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	auth_declared_but_unwired_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	auth_declared_but_unwired_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/claim/bootstrap_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	test/claim/bootstrap_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	infer_semantics_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	infer_semantics_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_shard_a_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_shard_a_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_shard_totality_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_shard_totality_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_seam_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_seam_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/fixture/floor_skip/	reason	197	False	SPEC_NORM	WitnessExclusionRow.reason	False	floor_skip control fixtures at dir grain: driven by floor_skip_discovery_witness explicit rosters, n
witnessexclusionrow	witness_exclusion_frontier	test/fixture/floor_skip/	dissolve_on	73	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	fixture-home policy changes (witness_admission_fixture_note); row deletes
witnessexclusionrow	witness_exclusion_frontier	test/fixture/walk_plan_stage/	reason	245	False	SPEC_NORM	WitnessExclusionRow.reason	False	walk_plan_stage production-path fixtures at dir grain: Wet typed-service controls driven only by pla
witnessexclusionrow	witness_exclusion_frontier	test/fixture/walk_plan_stage/	dissolve_on	73	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	fixture-home policy changes (witness_admission_fixture_note); row deletes
witnessexclusionrow	witness_exclusion_frontier	test/claim/long/	reason	254	False	SPEC_NORM	WitnessExclusionRow.reason	False	the LONG-test home at dir grain (operator 5-second rule): membership is a HOME with a construction b
witnessexclusionrow	witness_exclusion_frontier	test/claim/long/	dissolve_on	95	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	per-witness declared cost envelopes (witness-cost-locality admission law) subsume the dir grain
witnessexclusionrow	witness_exclusion_frontier	no_fake_anomalies_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_no_fake_anomalies_reason
witnessexclusionrow	witness_exclusion_frontier	no_fake_anomalies_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_no_fake_anomalies_dissolve
witnessexclusionrow	witness_exclusion_frontier	expectation_frontier_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_expectation_frontier_reason
witnessexclusionrow	witness_exclusion_frontier	expectation_frontier_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_expectation_frontier_dissolve
witnessexclusionrow	witness_exclusion_frontier	srv3_install_media_fetch_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_install_media_reason
witnessexclusionrow	witness_exclusion_frontier	srv3_install_media_fetch_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_install_media_dissolve
witnessexclusionrow	witness_exclusion_frontier	srv3_seeded_install_media_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_install_media_reason
witnessexclusionrow	witness_exclusion_frontier	srv3_seeded_install_media_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_install_media_dissolve
witnessexclusionrow	witness_exclusion_frontier	http_client_get_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_install_media_reason
witnessexclusionrow	witness_exclusion_frontier	http_client_get_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_install_media_dissolve
witnessexclusionrow	witness_exclusion_frontier	roadmap_belt_actuate_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	roadmap_belt_actuate_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	host_build_cache_provision_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_install_media_reason
witnessexclusionrow	witness_exclusion_frontier	host_build_cache_provision_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_install_media_dissolve
witnessexclusionrow	witness_exclusion_frontier	repo_local_git_config_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_install_media_reason
witnessexclusionrow	witness_exclusion_frontier	repo_local_git_config_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_install_media_dissolve
witnessexclusionrow	witness_exclusion_frontier	effect_plan_bash_materialize_real_execution_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	effect_plan_bash_materialize_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	resolution_divergence_silent_pick_gate_witness_test.dag	reason	165	False	SPEC_NORM	WitnessExclusionRow.reason	False	nightly falsifier batch 4 bin-execution witness: closure-scoped resolution-divergence census with SI
witnessexclusionrow	witness_exclusion_frontier	resolution_divergence_silent_pick_gate_witness_test.dag	dissolve_on	141	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	unique-on-chain resolution ships as the resolver behavior; telemetry, witness, and this row delete t
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/floor_skip_discovery_witness_test.dag::floor_skip_discovery_keystone_holds	reason	333	False	RECEIPT	RehomedBinWetRow.reason	False	289s measured on run 30009199696 (4.8x the per-row budget), AND a per-PR duplicate: the row runs the
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/floor_skip_discovery_witness_test.dag::floor_skip_discovery_keystone_holds	dissolve_on	260	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	the selection-control suite's shared-index rework lands the binary under bin_witness_wet_per_row_wal
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/dag_compile_clean_seam_witness_test.dag::cross_shard_seam_preservation_holds_on_live_tree	reason	243	False	RECEIPT	RehomedBinWetRow.reason	False	183s measured on run 30009199696 (3x the per-row budget): the live-tree seam-preservation leg compil
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/dag_compile_clean_seam_witness_test.dag::cross_shard_seam_preservation_holds_on_live_tree	dissolve_on	142	False	RECEIPT	RehomedBinWetRow.dissolve_on	True	seam preservation gains a scoped or receipt-consuming realization measured under the per-row budget;
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/long/dag_compile_clean_perturb_corpus_witness_test.dag::perturb_cross_tree_import_corpus_green_holds	reason	255	False	RECEIPT	RehomedBinWetRow.reason	False	Corpus-grain leg: compiles against compile_clean_source_roots (live-tree pool); monolithic dag_compi
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/long/dag_compile_clean_perturb_corpus_witness_test.dag::perturb_cross_tree_import_corpus_green_holds	dissolve_on	184	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	cross_tree_import gains a scoped fixture realization under bin_witness_wet_per_row_wall_budget_secon
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/long/dag_compile_clean_perturb_corpus_witness_test.dag::perturb_dag_shell_primary_corpus_green_holds	reason	159	False	SPEC_NORM	RehomedBinWetRow.reason	False	Corpus-grain leg: dag_shell_primary_precedence compiles extdeps.shell against the full compile-clean
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/long/dag_compile_clean_perturb_corpus_witness_test.dag::perturb_dag_shell_primary_corpus_green_holds	dissolve_on	195	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	dag_shell_primary_precedence gains a scoped fixture realization under bin_witness_wet_per_row_wall_b
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/dag_compile_clean_shard_totality_witness_test.dag::compile_clean_shard_totality_holds_on_live_tree	reason	565	False	SPEC_NORM	RehomedBinWetRow.reason	False	Class C corpus-totality claim (docs/plans/test-decomposition-wcf-cut.md §5, criterion 2, session bri
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/dag_compile_clean_shard_totality_witness_test.dag::compile_clean_shard_totality_holds_on_live_tree	dissolve_on	211	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	re-priced only if the shard partition boundary itself changes shape enough that a fixture can stand 
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/expectation_frontier_witness_test.dag::undeclared_effects_emit_the_frontier_receipt_holds	reason	397	False	RECEIPT	RehomedBinWetRow.reason	False	135556ms measured eval on run 30220304152 (2.3x bin_witness_wet_per_row_wall_budget_seconds): child 
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/expectation_frontier_witness_test.dag::undeclared_effects_emit_the_frontier_receipt_holds	dissolve_on	193	False	RECEIPT	RehomedBinWetRow.dissolve_on	True	child-run receipt read lands under bin_witness_wet_per_row_wall_budget_seconds on a measured run — t
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/expectation_frontier_witness_test.dag::fully_declared_effects_emit_no_frontier_receipt_holds	reason	242	False	RECEIPT	RehomedBinWetRow.reason	False	88779ms measured eval on run 30220304152 (1.5x the per-row budget): complementary pole of undeclared
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/expectation_frontier_witness_test.dag::fully_declared_effects_emit_no_frontier_receipt_holds	dissolve_on	101	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	fires with undeclared_effects_emit_the_frontier_receipt_holds dissolve_on (same file, same mechanism
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/no_fake_anomalies_witness_test.dag::passing_run_shows_no_fake_anomaly_holds	reason	197	False	RECEIPT	RehomedBinWetRow.reason	False	89722ms measured eval on run 30220304152 (1.5x the per-row budget): child claim_batch stderr glyph s
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/no_fake_anomalies_witness_test.dag::passing_run_shows_no_fake_anomaly_holds	dissolve_on	226	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	child-run glyph scan lands under bin_witness_wet_per_row_wall_budget_seconds on a measured run — the
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/no_fake_anomalies_witness_test.dag::red_control_entry_with_real_anomaly_still_shows_glyph_holds	reason	197	False	RECEIPT	RehomedBinWetRow.reason	False	84785ms measured eval on run 30220304152 (1.4x the per-row budget): RED-control pole of passing_run_
rehomedbinwetrow	falsifier_rehomed_bin_wet_rows	dag/test/claim/no_fake_anomalies_witness_test.dag::red_control_entry_with_real_anomaly_still_shows_glyph_holds	dissolve_on	90	False	SPEC_NORM	RehomedBinWetRow.dissolve_on	True	fires with passing_run_shows_no_fake_anomaly_holds dissolve_on (same file, same mechanism)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/wave1_gate1_d_mvp_subsumption_witness_test.dag::wave1_gate1_d_census_subsumption_witness_holds	reason	680	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	134526ms measured witness wall on a cold run (27x a 5s fast-lane budget, test-decomposition-wcf-cut.
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/wave1_gate1_d_mvp_subsumption_witness_test.dag::wave1_gate1_d_census_subsumption_witness_holds	dissolve_on	270	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	the census-ingest fixture pipeline's per-fixture pass drops under the per-PR fast-lane budget on a m
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_single_read_emits_row_holds	reason	237	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	~9.5s measured eval per witness (proud-bat-741, 2026-07-25): node_artifact_provenance_from_source_ro
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_single_read_emits_row_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_rejects_malformed_ingest_holds	reason	90	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline wall receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_rejects_malformed_ingest_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_rejects_beyond_surface_ingest_holds	reason	90	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline wall receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_rejects_beyond_surface_ingest_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_parse_coverage_known_diff_fail_closed_holds	reason	94	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline coverage receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_parse_coverage_known_diff_fail_closed_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_coverage_receipt_holds	reason	94	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline coverage receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_coverage_receipt_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_git_diff_wire_holds	reason	99	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline git-diff wire receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_git_diff_wire_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_unknown_diff_fail_closed_holds	reason	185	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same Class C live-grain row as sibling single_read_emits_row (parse-pipeline fail-closed receipt; pe
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/affected_set_provenance_producer_witness_test.dag::lens_affected_set_provenance_producer_unknown_diff_fail_closed_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_affected_set_wire_holds	reason	334	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	Class C live-grain row (edit-locus provenance producer ×3 family): source_ir_node_artifact_provenanc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_affected_set_wire_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_producer_rejects_malformed_source_holds	reason	332	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	Class C live-grain row (edit-locus provenance producer ×3 family): malformed-source refusal through 
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_producer_rejects_malformed_source_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_producer_holds	reason	175	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	Class C live-grain edit-locus provenance producer (review 43557): was if-false-pinned in the lens mo
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_producer_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_parse_root_span_holds	reason	91	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	Class C live-grain edit-locus parse-root-span pole (review 43557); pair with producer_holds
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/edit_locus_source_provenance_witness_test.dag::lens_edit_locus_source_provenance_parse_root_span_holds	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_reconciliation_holds	reason	278	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	W2 fallback-arm census corpus grain (docs/plans/fallback-arm-census.md, 2026-07-25): host-seamed Mat
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_reconciliation_holds	dissolve_on	173	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_total_nonempty_holds	reason	59	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same W2 census corpus grain as sibling reconciliation_holds
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_total_nonempty_holds	dissolve_on	173	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_class_counts_nonnegative_holds	reason	59	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same W2 census corpus grain as sibling reconciliation_holds
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_class_counts_nonnegative_holds	dissolve_on	173	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_seed_inventory_count_holds	reason	90	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same W2 census corpus grain as sibling reconciliation_holds (seed inventory count receipt)
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_seed_inventory_count_holds	dissolve_on	173	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_self_applies_holds	reason	130	False	SPEC_NORM	SubstrateLongLaneRow.reason	False	same W2 census corpus grain as sibling reconciliation_holds (lens self-application: zero AnswersOnOp
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/fallback_arm_census_witness_test.dag::fallback_arm_census_self_applies_holds	dissolve_on	173	False	SPEC_NORM	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag::vacuity_consumer_witness_real_test_fn_gap_stays_unknown_by_execution	reason	704	False	RECEIPT	SubstrateLongLaneRow.reason	False	review 47233 (PR #7620): this is the exact ScheduleWitnessEntry lens_contract_vacuity.consumer_witne
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag::vacuity_consumer_witness_real_test_fn_gap_stays_unknown_by_execution	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag::vacuity_consumer_witness_fixture_ingest_is_accepted_by_execution	reason	288	False	RECEIPT	SubstrateLongLaneRow.reason	False	sibling corpus-ingest witness in the same file as the bound consumer witness (review 47233 enrollmen
substratelonglanerow	falsifier_substrate_long_lane_rows	src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag::vacuity_consumer_witness_fixture_ingest_is_accepted_by_execution	dissolve_on	150	False	RECEIPT	SubstrateLongLaneRow.dissolve_on	True	eval lands under gunbc_ci_fast_lane_witness_eval_budget on a measured run and re-enrolls per-PR disc
