path	decl_name	classification	residual_reason	all_reasons	text_bytes
dag/gunbc/materialization_provider_targets.dag	materialization_provider_non_target_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1109
dag/gunbc/membership_reconcile.dag	membership_reconcile_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1066
dag/gunbc/membership_reconcile.dag	membership_effects_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	841
dag/gunbc/membership_reconcile.dag	membership_tally_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	391
dag/gunbc/membership_reconcile.dag	membership_effects_wholesale_refuse_policy_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+ContainsLifecycleFact+HasSemanticConsumer+NoFollowingSubject	1335
dag/gunbc/merge_admission.dag	check_coverage_subject_universe_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt	826
dag/gunbc/merge_admission.dag	check_coverage_external_consumer_boundary_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	833
dag/gunbc/merge_admission.dag	merge_admission_attempt_scope_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	983
dag/gunbc/merge_admission.dag	git_object_id_grounding_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	831
dag/gunbc/merge_admission.dag	merge_admission_subject_binding_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1006
dag/gunbc/merge_admission.dag	merge_admission_current_context_staging_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	745
dag/gunbc/merge_admission_produce.dag	wire_exact_arity_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	940
dag/gunbc/merge_admission_produce.dag	gate_roster_hash_wire_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	487
dag/gunbc/merge_admission_produce.dag	receipt_wire_v2_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	580
dag/gunbc/merge_admission_produce.dag	wire_pr_number_three_states_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	586
dag/gunbc/merge_admission_subject.dag	merge_admission_subject_defusion_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	436
dag/gunbc/merge_admission_subject.dag	tested_subject_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	860
dag/gunbc/merge_admission_subject.dag	compose_walk_attempt_id_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	613
dag/gunbc/merge_admission_subject.dag	git_object_id_wire_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	781
dag/gunbc/merge_lifecycle.dag	merge_lifecycle_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	879
dag/gunbc/merge_lifecycle.dag	merge_lifecycle_incident_note	ProgramData	HasSemanticConsumer	AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	767
dag/gunbc/merge_lifecycle.dag	merge_lifecycle_window_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	797
dag/gunbc/merge_lifecycle.dag	latest_receipt_semantics_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	448
dag/gunbc/namespace_census_receipt.dag	namespace_census_reproduction_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	554
dag/gunbc/namespace_reference_derived_closure_contract.dag	namespace_reference_derived_closure_contract_note	ProgramData	HasSemanticConsumer	AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	1564
dag/gunbc/namespace_reference_derived_closure_contract.dag	namespace_reference_derived_closure_contract_dissolution_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	425
dag/gunbc/native_scm_interaction_contract.dag	native_scm_interaction_contract_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	1028
dag/gunbc/native_scm_interaction_contract.dag	native_scm_contract_test_fixture_boundary_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact+NoFollowingSubject	321
dag/gunbc/native_witness_transition_receipt.dag	native_witness_transition_receipt_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	2831
dag/gunbc/native_witness_transition_receipt.dag	transition_evidence_standing_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1107
dag/gunbc/native_witness_transition_receipt.dag	native_at_small_scale_receipt_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	972
dag/gunbc/node_http_server_emit.dag	node_http_server_emit_disposition_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1083
dag/gunbc/non_fold_residue.dag	non_fold_residue_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt	966
dag/gunbc/non_fold_residue.dag	non_fold_residue_lens_precision_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt	581
dag/gunbc/non_fold_residue.dag	non_fold_residue_stale_row_ruling_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+ContainsHistoricalReceipt+HasSemanticConsumer	990
dag/gunbc/observation_ci_render.dag	observation_ci_render_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	567
dag/gunbc/observation_ci_render.dag	observation_ci_render_tone_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	576
dag/gunbc/observation_ci_render.dag	ci_human_duration_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	481
dag/gunbc/observation_ci_render.dag	ci_activity_grain_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	508
dag/gunbc/observation_ci_render.dag	ci_duration_absence_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	441
dag/gunbc/observation_ci_render.dag	ci_responsiveness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	479
dag/gunbc/observation_ci_render.dag	ci_subject_text_guard_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	449
dag/gunbc/observation_ci_render.dag	ci_measurement_rss_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	362
dag/gunbc/observation_emit_census.dag	observation_emit_census_note	DocumentPayload	PayloadOrFixture	AmbiguousSubject+ContainsHistoricalReceipt+PayloadOrFixture	724
dag/gunbc/observation_emit_census.dag	observation_emit_census_sequencing_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	566
dag/gunbc/observation_emit_census.dag	emit_site_disposition_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	574
dag/gunbc/observation_emit_census.dag	observation_emit_roster_completeness_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	514
dag/gunbc/observation_seed_render.dag	observation_seed_render_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	865
dag/gunbc/observation_seed_render.dag	scoped_run_observation_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	981
dag/gunbc/observation_seed_render.dag	seed_phase_begin_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	751
dag/gunbc/observation_seed_render.dag	seed_typecheck_attribution_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	478
dag/gunbc/observation_seed_render.dag	seed_measurement_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	312
dag/gunbc/observation_seed_render.dag	seed_shell_effect_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	623
dag/gunbc/observation_tty_render.dag	observation_tty_render_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	788
dag/gunbc/observation_tty_render.dag	observation_tty_preamble_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	572
dag/gunbc/observation_tty_render.dag	observation_tty_group_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	339
dag/gunbc/occurrence_identity_acceptance_closure.dag	occurrence_identity_consumer_red_debt_rehome_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1739
dag/gunbc/occurrence_identity_acceptance_closure.dag	occurrence_identity_closing_check_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1532
dag/gunbc/output_policy.dag	effect_expectation_note	TypedOperationalFact	ContainsLifecycleFact	AmbiguousSubject+ContainsLifecycleFact	1224
dag/gunbc/output_policy.dag	outcome_is_data_note	ProgramData	HasSemanticConsumer	AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	1754
dag/gunbc/output_policy.dag	expectation_declaration_frontier_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	1876
dag/gunbc/output_policy.dag	effect_stream_dispatch_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	426
dag/gunbc/output_policy.dag	effect_stream_policy_projection_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	510
dag/gunbc/output_policy.dag	shell_trace_observation_convergence_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt+NoFollowingSubject	518
dag/gunbc/ownership.dag	ownership_authority_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact+NoFollowingSubject	968
dag/gunbc/p3a1_self_fork_homonym_disposition.dag	p3a1_bit_homonym_hold_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	866
dag/gunbc/p3a1_self_fork_homonym_disposition.dag	p3a1_condition_homonym_hold_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	480
dag/gunbc/p3a1_self_fork_homonym_disposition.dag	p3a1_production_homonym_caveat_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	486
dag/gunbc/p3a1_self_fork_homonym_disposition.dag	p3a1_variant_vs_type_homonym_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt+NoFollowingSubject	1113
dag/gunbc/physics/bach_double_slit_path_additivity.dag	bach_double_slit_path_additivity_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	266
dag/gunbc/physics/bach_double_slit_path_additivity.dag	path_additivity_refutation_receipt_admission_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	565
dag/gunbc/proactive_verification_ledger.dag	family_partition_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	415
dag/gunbc/provider_account.dag	provider_account_naming_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1100
dag/gunbc/provider_account.dag	session_concurrency_carrier_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1284
dag/gunbc/provider_account.dag	provider_account_sharing_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1935
dag/gunbc/provider_account.dag	provider_account_binding_admission_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	1877
dag/gunbc/provider_account.dag	evidenced_discipline_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1241
dag/gunbc/provider_account.dag	codex_roadmap_account_evidence_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	345
dag/gunbc/provider_account.dag	provider_account_observed_roster_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	687
dag/gunbc/public_projection.dag	public_projection_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	433
dag/gunbc/publication_decision.dag	publication_decision_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	321
dag/gunbc/readback_independence.dag	readback_independence_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1927
dag/gunbc/readback_independence.dag	readback_independence_asymmetry_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	1040
dag/gunbc/readback_independence.dag	readback_trusting_widen_red_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	332
dag/gunbc/realization_vocab_confinement_census.dag	confinement_census_consumer_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	760
dag/gunbc/realization_vocab_confinement_census.dag	confinement_census_grain_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	622
dag/gunbc/realization_vocab_confinement_census.dag	confinement_census_ceiling_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	769
dag/gunbc/realization_vocab_confinement_census.dag	confinement_census_denominator_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	939
dag/gunbc/realization_vocab_confinement_census.dag	confinement_conformance_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1034
dag/gunbc/realization_vocab_confinement_census.dag	confinement_control_outcome_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	540
dag/gunbc/realization_vocab_confinement_census.dag	confinement_control_run_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	488
dag/gunbc/realization_vocab_confinement_census.dag	confinement_ceiling_cause_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	858
dag/gunbc/realization_vocab_confinement_census.dag	confinement_claim_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	750
dag/gunbc/repo_identity.dag	repo_identity_authority_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	909
dag/gunbc/repo_identity.dag	repo_identity_carrier_shape_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject+RequiresSentenceSplit	514
dag/gunbc/repo_identity.dag	repo_identity_section_3c_discharge_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	812
dag/gunbc/repo_local_git_config.dag	repo_local_git_config_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1789
dag/gunbc/repo_local_git_config.dag	repo_local_git_config_clone_setup_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	827
dag/gunbc/repo_local_git_config_clone_bootstrap.dag	repo_local_git_config_clone_bootstrap_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	792
dag/gunbc/repository.dag	gunbc_repository_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1719
dag/gunbc/repository_census_coverage.dag	repository_census_coverage_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	564
dag/gunbc/repository_census_coverage.dag	repository_census_coverage_recut_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1533
dag/gunbc/repository_census_coverage.dag	repository_census_keyed_index_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1397
dag/gunbc/repository_census_coverage.dag	repository_census_keyed_roster_dissolution_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1712
dag/gunbc/repository_census_coverage.dag	repository_census_index_cost_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1480
dag/gunbc/repository_census_coverage.dag	repository_census_index_accumulation_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1011
dag/gunbc/repository_census_coverage.dag	repository_census_denominator_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	693
dag/gunbc/repository_census_coverage.dag	repository_census_subject_resolution_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	907
dag/gunbc/repository_census_coverage.dag	repository_census_duplicate_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	643
dag/gunbc/repository_census_coverage.dag	repository_census_independence_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1967
dag/gunbc/repository_census_coverage.dag	repository_census_exact_receipt_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	998
dag/gunbc/repository_census_coverage.dag	repository_census_refusal_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	526
dag/gunbc/repository_census_coverage.dag	repository_census_capability_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1373
dag/gunbc/repository_census_coverage.dag	repository_census_conformance_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	2085
dag/gunbc/repository_census_coverage.dag	repository_census_conformance_rejoin_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	581
dag/gunbc/repository_census_coverage.dag	repository_census_ceiling_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1000
dag/gunbc/repository_census_coverage.dag	repository_census_ceiling_refusal_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1483
dag/gunbc/repository_census_coverage.dag	repository_census_limit_naming_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	666
dag/gunbc/repository_census_observation.dag	repository_census_authority_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1336
dag/gunbc/repository_census_observation.dag	repository_census_recut_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject+RequiresSentenceSplit	1280
dag/gunbc/repository_census_observation.dag	repository_census_placement_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	715
dag/gunbc/repository_census_observation.dag	repository_census_homonym_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	843
dag/gunbc/repository_census_observation.dag	repository_census_tagged_combination_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	933
dag/gunbc/repository_census_observation.dag	repository_census_population_nonempty_roots_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	802
dag/gunbc/repository_census_observation.dag	repository_census_method_run_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1492
dag/gunbc/repository_census_observation.dag	repository_census_output_identity_removed_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	952
dag/gunbc/repository_census_observation.dag	repository_census_row_identity_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	963
dag/gunbc/repository_census_observation.dag	repository_census_domain_fact_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	2095
dag/gunbc/repository_census_observation.dag	repository_census_observation_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1155
dag/gunbc/repository_census_observation.dag	repository_census_identity_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1043
dag/gunbc/repository_census_observation.dag	repository_census_deferred_to_0b_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt+NoFollowingSubject	1409
dag/gunbc/retained_shell_script.dag	retained_shell_script_wall_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	868
dag/gunbc/retained_shell_script.dag	retained_shell_script_to_transport_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	290
dag/gunbc/retained_shell_script.dag	retained_transport_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	219
dag/gunbc/retained_shell_script.dag	retained_srvn_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	350
dag/gunbc/retained_shell_script.dag	retained_foreign_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	421
dag/gunbc/retained_shell_script.dag	retained_runtime_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	341
dag/gunbc/roadmap_acceptance_history_observation.dag	roadmap_acceptance_history_observation_bootstrap_compat_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	603
dag/gunbc/roadmap_acceptance_history_projection.dag	roadmap_acceptance_history_projection_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1058
dag/gunbc/roadmap_altitude.dag	roadmap_altitude_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	539
dag/gunbc/roadmap_altitude.dag	altitude_convergence_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	781
dag/gunbc/roadmap_altitude.dag	attention_density_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	388
dag/gunbc/roadmap_authority.dag	namespace_kernel_authority_amendment_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	2786
dag/gunbc/roadmap_authority.dag	five_minute_ci_gate_program_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	2122
dag/gunbc/roadmap_authority.dag	namespace_node_recut_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	3179
dag/gunbc/roadmap_authority.dag	roadmap_execution_contract_frontier_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	522
dag/gunbc/roadmap_authority.dag	shell_typed_invocation_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	1520
dag/gunbc/roadmap_authority.dag	observation_raw_print_retirement_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	1312
dag/gunbc/roadmap_authority.dag	v1_rust_source_observation_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	448
dag/gunbc/roadmap_authority.dag	namespace_structural_observations_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	676
dag/gunbc/roadmap_authority.dag	namespace_reference_derived_closure_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	938
dag/gunbc/roadmap_authority.dag	v1_interpreter_primitive_roster_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	1509
dag/gunbc/roadmap_authority.dag	v1_interpreter_primitive_dispatch_authority_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsLifecycleFact+DocumentAuthority	836
dag/gunbc/roadmap_authority.dag	scm_p1_proof_kernel_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	880
dag/gunbc/roadmap_authority.dag	roadmap_with_execution_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsLifecycleFact+DocumentAuthority	688
dag/gunbc/roadmap_authority.dag	v1_lane_binding_survey_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	1604
dag/gunbc/roadmap_authority.dag	v2_emitter_producer_provenance_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	598
dag/gunbc/roadmap_authority.dag	v2_emitter_direct_rust_door_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	1674
dag/gunbc/roadmap_authority.dag	v1_seed_honesty_decision_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	2114
dag/gunbc/roadmap_authority.dag	v1_test_migration_binding_history_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	2243
dag/gunbc/roadmap_authority.dag	roadmap_receipt_continuity_execution_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	954
dag/gunbc/roadmap_authority.dag	v1_test_migration_contract_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	908
dag/gunbc/roadmap_authority.dag	criteria_digest_reword_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority+HasSemanticConsumer	845
dag/gunbc/roadmap_authority.dag	entry_graph_union_construction_acceptance_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	620
dag/gunbc/roadmap_authority.dag	namespace_binding_kernel_acceptance_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	1412
dag/gunbc/roadmap_authority.dag	unreachable_patterns_construction_residue_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+DocumentAuthority+HasSemanticConsumer+RequiresSentenceSplit	2559
dag/gunbc/roadmap_authority.dag	namespace_cross_file_provenance_lane_integration_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	1255
dag/gunbc/roadmap_authority.dag	namespace_pool_independence_lane_brief_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	1256
dag/gunbc/roadmap_authority.dag	namespace_closure_prerequisite_cut_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	3018
dag/gunbc/roadmap_authority.dag	scm_prerequisite_acceptance_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+DocumentAuthority+HasSemanticConsumer	550
dag/gunbc/roadmap_authority.dag	scm_p0_acceptance_evidence_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+DocumentAuthority	1105
dag/gunbc/roadmap_authority.dag	v1_interpreter_primitive_roster_acceptance_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+DocumentAuthority+RequiresSentenceSplit	7146
dag/gunbc/roadmap_authority.dag	roadmap_acceptance_history_note	DocumentPayload	DocumentAuthority	ActivePrOverlap+ContainsHistoricalReceipt+DocumentAuthority	875
