rank	in_floor_wall_ms	entry	function	cause_class	censored_band
212	502.6	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_single_param_lambda_parses	dag_arrow_lambda_emit_fold	yes
213	502.6	test.claim.live_deploy.running_release_identity_witness_test	witness_correct_identity_with_one_stale_artifact_refuses	live_deploy_script_emit	yes
214	502.6	v2.test.execution.emit_host_produced_module_equals_eval	emit_host_produced_module_wrong_oracle_refuses_holds	emit_host_execution_witness	yes
215	502.5	test.claim.live_deploy.emit	retract_is_not_emitted_without_an_observed_scoped_removal	live_deploy_script_emit	yes
216	502.5	test.claim.live_deploy.running_release_identity_witness_test	witness_identity_round_trips_from_served_body	live_deploy_script_emit	yes
217	502.5	test.claim.roadmap_page_witness	witness_status_chip_min_width	roadmap_page_html_emit	yes
218	502.5	v2.test.execution.bind_eval_by_execution	bind_census_ingested_executes_holds	emit_host_execution_witness	yes
219	502.5	v2.test.execution.pick_ingested_structural_lowering	pick_ingested_pick_true_executes_holds	emit_host_execution_witness	yes
220	502.4	test.claim.altra_contact_map_witness	w_ingested_contact_map_admits_at_declared_population	pollable_marginal_other	yes
221	502.4	test.claim.altra_contact_map_witness	w_differential_pairs_are_complete_in_the_ingested_map	pollable_marginal_other	yes
222	502.4	test.claim.live_deploy.running_release_identity_witness_test	witness_readiness_refuses_when_reported_revision_is_not_the_admitted_one	live_deploy_script_emit	yes
223	502.3	test.claim.roadmap_frontier_witness	witness_authority_daily_workspace_serializes	roadmap_page_html_emit	yes
224	502.3	v2.test.execution.emit_host_classical_not_ingested_equals_eval	ingested_classical_not_staging_swapped_emit_refuses_underived_holds	emit_host_execution_witness	yes
225	502.2	gunbc.test.claim.realization_sweep_test	witness_sweep_rows_join_planted_roster_exactly_once	pollable_marginal_other	yes
226	502.2	test.claim.roadmap_authority	witness_ghost_node_outside_authority_is_counted	roadmap_page_html_emit	yes
227	502.2	test.claim.roadmap_page_witness	witness_authority_differs_from_empty	roadmap_page_html_emit	yes
228	502.2	v2.test.execution.add_arrow_eval_by_execution	add_arrow_eval_parse_holds	emit_host_execution_witness	yes
229	502.2	v2.test.execution.bind_eval_by_execution	bind_census_ingested_wrong_value_red_holds	emit_host_execution_witness	yes
230	502.2	v2.test.execution.emit_host_produced_module_equals_eval	produced_module_two_distinct_fns_assemble	emit_host_execution_witness	yes
231	502.2	v2.test.execution.pick_ingested_probe	pick_probe_resolved_then_arm_has_magnitude_child_holds	emit_host_execution_witness	yes
232	502.1	test.claim.roadmap_page_witness	witness_page_containers_centered	roadmap_page_html_emit	yes
233	502.0	test.claim.roadmap_page_witness	witness_dispatch_button_carries_accent	roadmap_page_html_emit	yes
234	502.0	v2.test.execution.emit_host_classical_not_ingested_equals_eval	ingested_classical_not_arrow_has_match_holds	emit_host_execution_witness	yes
235	502.0	v2.test.execution.pick_ingested_probe	pick_probe_eval_equals_holds	emit_host_execution_witness	yes
236	502.0	v2.workflow.ci_heal_skew_guard_emit_test	ci_heal_skew_guard_scaffold_row_is_deleted_holds	ci_heal_bash_script_emission	yes
237	501.9	test.claim.live_deploy.running_release_identity_witness_test	witness_absent_identity_is_typed_absent_not_unparseable	live_deploy_script_emit	yes
238	501.9	v2.test.execution.emit_host_classical_not_ingested_equals_eval	ingested_classical_not_real_infer_holds	emit_host_execution_witness	yes
239	501.8	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_named_arg_unchanged	dag_arrow_lambda_emit_fold	yes
240	501.8	test.claim.live_deploy.readiness	witness_accept_no_response_probe_fails_fast_not_hangs	live_deploy_script_emit	yes
241	501.8	test.claim.roadmap_authority	witness_projection_is_active_only	roadmap_page_html_emit	yes
242	501.8	v2.test.execution.pick_ingested_structural_lowering	pick_ingested_pipeline_resolves_holds	emit_host_execution_witness	yes
243	501.8	v2.test.claim.identity_captured_navigation.roster_gate	green_control_sanctioned_reader_body_has_no_findings_at_all	repeated_prepare_grammar_lens_scan	yes
244	501.7	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_authored_algebra_shape_parses	dag_arrow_lambda_emit_fold	yes
245	501.7	test.claim.roadmap_authority	witness_rendered_nodes_are_declared_or_derived	roadmap_page_html_emit	yes
246	501.7	test.claim.roadmap_page_witness	witness_authority_shows_finish_line_progress	roadmap_page_html_emit	yes
247	501.6	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_single_paren_param_refuses_RED	dag_arrow_lambda_emit_fold	yes
248	501.6	test.claim.roadmap_page_witness	witness_ticket_rows_render_structured	roadmap_page_html_emit	yes
249	501.6	test.claim.roadmap_row_witness	roadmap_row_page_carries_the_cells	roadmap_page_html_emit	yes
250	501.6	v2.test.execution.pick_ingested_probe	pick_probe_resolved_else_arm_has_magnitude_child_holds	emit_host_execution_witness	yes
251	501.5	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_missing_param_refuses_RED	dag_arrow_lambda_emit_fold	yes
252	501.5	test.claim.roadmap_page_witness	witness_item_detail_disclosure_present	roadmap_page_html_emit	yes
253	501.5	test.claim.stage0_rust_honest_frontier_integration_witness	honest_frontier_integration_joins_c1_and_c2	pollable_marginal_other	yes
254	501.4	test.claim.live_deploy.readiness	witness_bounded_poll_one_iteration_composes_probe_and_modeled_sleep	live_deploy_script_emit	yes
255	501.4	test.claim.roadmap_page_witness	witness_style_child_combinator_unescaped	roadmap_page_html_emit	yes
256	501.4	v2.test.execution.emit_host_classical_not_ingested_equals_eval	emit_host_classical_not_ingested_swapped_refuses_holds	emit_host_execution_witness	yes
257	501.4	v2.test.execution.loop_eval_by_execution	loop_census_ingested_executes_holds	emit_host_execution_witness	yes
258	501.4	v2.test.execution.pick_ingested_structural_lowering	pick_ingested_pick_false_executes_holds	emit_host_execution_witness	yes
259	501.4	v2.test.claim.rust_crate_partition_witness	witness_partition_r4_valid_on_interim_holds	pollable_marginal_other	yes
260	501.3	test.claim.live_deploy.running_release_identity_witness_test	witness_third_candidate_still_sees_launched_revision	live_deploy_script_emit	yes
261	501.3	v2.test.execution.loop_eval_by_execution	loop_census_ingested_wrong_value_red_holds	emit_host_execution_witness	yes
262	501.2	test.claim.roadmap_authority	witness_altered_copy_of_declared_node_is_counted	roadmap_page_html_emit	yes
263	501.2	test.claim.roadmap_page_witness	witness_authority_page_preserves_multi_parent_dependencies	roadmap_page_html_emit	yes
264	501.2	test.claim.roadmap_static_site_witness	witness_healthz_route_json_ok	roadmap_page_html_emit	yes
265	501.2	v2.test.execution.pick_ingested_probe	pick_probe_normalized_branch_holds	emit_host_execution_witness	yes
266	501.2	v2.test.execution.pick_ingested_probe	pick_probe_parsed_then_arm_has_magnitude_child_holds	emit_host_execution_witness	yes
267	501.1	v2.test.execution.pick_ingested_structural_lowering	pick_ingested_normalized_swapped_arms_structural_red_holds	emit_host_execution_witness	yes
