file	line	col	expected	found	pair_signature	root	reason	entry
src/v2_lens_complexity_accumulator_copy_analyze.rs	485	80	Vector<PortReading>	Vector<Rc<PortReading>>	expected `Vector<PortReading>`, found `Vector<Rc<PortReading>>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	696	15	Rc<Vector<Finding>>	Rc<Vector<Rc<Finding>>>	expected `Rc<Vector<Finding>>`, found `Rc<Vector<Rc<Finding>>>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_lens_complexity_lowering.rs	48	13	Vector<()>	Vector<Rc<ComplexityLowering>>	expected `Vector<()>`, found `Vector<Rc<ComplexityLowering>>`	T3	collection_carrier_fork	03_ingest
src/v2_lens_complexity_lowering.rs	60	104	Rc<ComplexityLowering>	()	expected `Rc<ComplexityLowering>`, found `()`	C	carrier_collapses_to_unit	03_ingest
src/v2_lens_complexity_lowering.rs	68	107	Rc<ComplexityLowering>	()	expected `Rc<ComplexityLowering>`, found `()`	C	carrier_collapses_to_unit	03_ingest
src/v2_lens_cost.rs	137	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	312	123	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	315	123	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	556	53	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	556	67	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	689	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	rc_wrap_only	03_ingest
src/v2_lens_cost.rs	708	12	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	rc_wrap_only	03_ingest
src/v2_lens_coverage.rs	52	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	63	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	74	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	85	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	96	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	107	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	118	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	129	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	140	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	151	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	162	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	173	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	184	21	Coverage<Rc<...>>	CoverageDefectAcceptanceKey	expected `Coverage<Rc<...>>`, found `CoverageDefectAcceptanceKey`	D	alias_arity_generic_argument_count	03_ingest
src/v2_lens_coverage.rs	214	181	()	Rc<Coverage<C>>	expected `()`, found `Rc<Coverage<C>>`	C	carrier_collapses_to_unit	03_ingest
src/v2_lens_determinism.rs	137	35	Rc<Edge>	Rc<std_determinism::Determinism>	expected `Rc<Edge>`, found `Rc<std_determinism::Determinism>`	RESIDUE	unclassified_pair: Rc<Edge> | Rc<std_determinism::Determinism>	03_ingest
src/v2_lens_determinism.rs	137	35	Rc<std_determinism::Determinism>	Rc<Edge>	expected `Rc<std_determinism::Determinism>`, found `Rc<Edge>`	RESIDUE	unclassified_pair: Rc<std_determinism::Determinism> | Rc<Edge>	03_ingest
src/v2_lens_determinism.rs	163	64	Witness<Rc<DeterminismFact>>	Witness<DeterminismFact>	expected `Witness<Rc<DeterminismFact>>`, found `Witness<DeterminismFact>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_lens_enforcement_standing_intent.rs	215	32	Vector<NarrowingReason>	Vector<Rc<NarrowingReason>>	expected `Vector<NarrowingReason>`, found `Vector<Rc<NarrowingReason>>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_lens_enforcement_standing_intent.rs	246	32	Vector<NarrowingReason>	Vector<Rc<NarrowingReason>>	expected `Vector<NarrowingReason>`, found `Vector<Rc<NarrowingReason>>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_lens_machine_shape.rs	190	5	Rc<MachineShapeWalkResult>	MachineShapeWalkResult	expected `Rc<MachineShapeWalkResult>`, found `MachineShapeWalkResult`	R1	rc_wrap_only	03_ingest
src/v2_std_algebra.rs	152	63	T	&T	expected `T`, found `&T`	A-clone	generic_param_clone_bound_absent	03_ingest
src/v2_std_artifact.rs	84	14	Rc<Refined<Rc<Artifact>>>	Refined<Rc<Artifact>>	expected `Rc<Refined<Rc<Artifact>>>`, found `Refined<Rc<Artifact>>`	R1	rc_wrap_only	03_ingest
src/v2_std_cardinality.rs	97	51	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	rc_wrap_only	03_ingest
src/v2_std_cardinality.rs	581	35	Rc<Edge>	Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>	expected `Rc<Edge>`, found `Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>`	W	witness_type_argument	03_ingest
src/v2_std_cardinality.rs	581	35	Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>	Rc<Edge>	expected `Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>`, found `Rc<Edge>`	W	witness_type_argument	03_ingest
src/v2_std_collection.rs	93	13	HashMap<K, V>	Rc<PartialFunction<_, _>>	expected `HashMap<K, V>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_std_collection.rs	96	28	&HashMap<String, _>	&Rc<HashMap<K, V>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<K, V>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_collection.rs	102	5	&HashMap<String, V>	&Rc<HashMap<K, V>>	expected `&HashMap<String, V>`, found `&Rc<HashMap<K, V>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_collection.rs	102	19	String	K	expected `String`, found `K`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_lexing.rs	235	13	Vector<Rc<Token>>	Rc<Vector<Rc<Token>>>	expected `Vector<Rc<Token>>`, found `Rc<Vector<Rc<Token>>>`	R1	rc_wrap_only	03_ingest
src/v2_std_compilers_target_model.rs	500	14	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_std_compilers_target_model.rs	2220	43	i64	String	expected `i64`, found `String`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_compilers_target_model.rs	2467	15	String	i64	expected `String`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_compilers_target_model.rs	2730	62	HashMap<_, _>	Rc<HashMap<_, _>>	expected `HashMap<_, _>`, found `Rc<HashMap<_, _>>`	R1	rc_wrap_only	03_ingest
src/v2_std_compilers_target_model.rs	6056	5	Rc<Rc<PartialFunction<String, Rc<...>>>>	Rc<HashMap<_, _>>	expected `Rc<Rc<PartialFunction<String, Rc<...>>>>`, found `Rc<HashMap<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_std_compilers_target_model.rs	6183	82	Rc<Rc<PartialFunction<String, Rc<...>>>>	Rc<HashMap<String, Rc<...>>>	expected `Rc<Rc<PartialFunction<String, Rc<...>>>>`, found `Rc<HashMap<String, Rc<...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_target_model.rs	6183	103	Rc<HashMap<String, Rc<...>>>	Rc<Rc<PartialFunction<String, Rc<...>>>>	expected `Rc<HashMap<String, Rc<...>>>`, found `Rc<Rc<PartialFunction<String, Rc<...>>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_target_model.rs	6198	21	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_target_model.rs	6242	218	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_target_model.rs	6267	47	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_compilers_target_model.rs	7062	90	TargetUseSiteOwnershipLookup	TargetUseSiteOwnershipCatalogLookup	expected `TargetUseSiteOwnershipLookup`, found `TargetUseSiteOwnershipCatalogLookup`	RESIDUE	unclassified_pair: TargetUseSiteOwnershipLookup | TargetUseSiteOwnershipCatalogLookup	03_ingest
src/v2_std_fold_assembly.rs	258	38	Rc<Outcome<Rc<Vector<Rc<Vector<...>>>>>>	Rc<Outcome<Rc<Vector<Rc<Node>>>>>	expected `Rc<Outcome<Rc<Vector<Rc<Vector<...>>>>>>`, found `Rc<Outcome<Rc<Vector<Rc<Node>>>>>`	T3	collection_carrier_fork	03_ingest
src/v2_std_grammar.rs	1285	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	expected `Rc<DeriveGrammarRelationTokensProgress>`, found `DeriveGrammarRelationTokensProgress`	R1	rc_wrap_only	03_ingest
src/v2_std_grammar.rs	1363	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	expected `Rc<DeriveGrammarRelationTokensProgress>`, found `DeriveGrammarRelationTokensProgress`	R1	rc_wrap_only	03_ingest
src/v2_std_grammar.rs	1364	21	Witness<Rc<Vector<Rc<Edge>>>>	Witness<()>	expected `Witness<Rc<Vector<Rc<Edge>>>>`, found `Witness<()>`	W	witness_type_argument	03_ingest
src/v2_std_grammar.rs	1365	12	()	Rc<Vector<Rc<Edge>>>	expected `()`, found `Rc<Vector<Rc<Edge>>>`	C	carrier_collapses_to_unit	03_ingest
src/v2_std_integer.rs	1151	5	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_std_integer.rs	1355	26	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1358	30	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1361	34	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1364	38	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1367	42	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1370	46	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1373	50	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1376	54	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1379	58	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_integer.rs	1396	30	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_std_language_model.rs	44	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_std_logic.rs	53	5	Bool	True	expected `Bool`, found `True`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_logic.rs	54	5	Bool	False	expected `Bool`, found `False`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_logic.rs	57	5	Bool	True	expected `Bool`, found `True`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_logic.rs	58	5	Bool	False	expected `Bool`, found `False`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_logic.rs	61	5	Bool	True	expected `Bool`, found `True`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_logic.rs	62	5	Bool	False	expected `Bool`, found `False`	B2	bool_carrier_vs_native_or_variant	03_ingest
src/v2_std_model_core.rs	245	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_std_node_query.rs	150	104	T	&T	expected `T`, found `&T`	A-clone	generic_param_clone_bound_absent	03_ingest
src/v2_std_passing_candidate_fold.rs	34	83	T	&T	expected `T`, found `&T`	A-clone	generic_param_clone_bound_absent	03_ingest
src/v2_std_provenance.rs	79	27	&HashMap<String, _>	&Rc<HashMap<OccurrenceId, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<OccurrenceId, Rc<...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_provenance.rs	79	27	String	OccurrenceId	expected `String`, found `OccurrenceId`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_provenance.rs	84	111	&HashMap<String, _>	&Rc<HashMap<OccurrenceId, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<OccurrenceId, Rc<...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_provenance.rs	86	33	&HashMap<String, _>	&Rc<HashMap<OccurrenceId, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<OccurrenceId, Rc<...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_std_staging.rs	31	53	B	&B	expected `B`, found `&B`	A-clone	generic_param_clone_bound_absent	03_ingest
src/v2_std_text.rs	65	59	i64	Box<i64>	expected `i64`, found `Box<i64>`	B3	modeled_numeric_vs_native	03_ingest
